# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 25 23:03:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-32 e,K2-32,1,2,4,Transit,2019,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,4.34934000,0.00039000,-0.00039000,0,0.048990,0.000410,-0.000380,0,1.212,0.052,-0.046,0,0.108,0.005,-0.004,0,2.10000,1.30000,-1.10000,0,0.00661,0.00409,-0.00346,0,Mass,0.043000,0.048000,-0.030000,0,,,,,1066,16,-18,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.00,39.00,-35.00,0,0.86,0.02,-0.02,0,0.83,0.02,-0.02,0,-0.060,0.030,-0.030,0,[Fe/H],4.49,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,157.6820000,1.3090000,-1.2880000,12.3040000,0.0920000,-0.0920000,9.8210000,0.0190000,-0.0190000,12.0036000,0.0002590,-0.0002590,2021-05-17,2020-08,2021-05-17
K2-32 e,K2-32,0,2,4,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,4.34882000,0.00069000,-0.00075000,0,0.049510,0.000550,-0.000550,0,1.010,0.100,-0.090,0,0.090,0.009,-0.008,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,,,,,,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,157.6820000,1.3090000,-1.2880000,12.3040000,0.0920000,-0.0920000,9.8210000,0.0190000,-0.0190000,12.0036000,0.0002590,-0.0002590,2019-06-03,2019-05,2019-06-13
K2-32 e,K2-32,0,2,4,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.34910000,0.00063000,-0.00057000,0,,,,,2.200,1.100,-1.700,0,0.200,0.098,-0.150,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.76,0.04,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.4260080,-19d32m34.98s,-19.5430504,157.6820000,1.3090000,-1.2880000,12.3040000,0.0920000,-0.0920000,9.8210000,0.0190000,-0.0190000,12.0036000,0.0002590,-0.0002590,2019-09-05,2019-09,2019-09-05
KELT-15 b,KELT-15,1,2,1,Transit,2016,KELT-South,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.32944000,0.00001600,-0.00001600,0,,,,,19.504,2.242,-2.242,0,1.740,0.200,-0.200,0,416.35730,136.66690,-136.66690,0,1.31000,0.43000,-0.43000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6003.00,54.00,-54.00,0,1.78,0.21,-0.21,0,2.06,0.75,-0.75,0,0.050,,,0,[Fe/H],4.17,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m39.59s,117.4149764,-52d07m13.61s,-52.1204471,324.6830000,2.4790000,-2.4420000,11.3900000,0.0120000,-0.0120000,9.8540000,0.0250000,-0.0250000,11.0694000,0.0004570,-0.0004570,2018-04-25,2017-03,2018-04-26
KELT-15 b,KELT-15,0,2,1,Transit,2016,KELT-South,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,3.32944100,0.00001600,-0.00001600,0,0.046130,0.000650,-0.000650,0,16.175,1.233,-0.639,0,1.443,0.110,-0.057,0,289.22530,66.74430,-69.92260,0,0.91000,0.21000,-0.22000,0,Mass,0.000000,,,0,,,,,1642,45,-25,0,0,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,,6003.00,56.00,-52.00,0,1.48,0.09,-0.04,0,1.18,0.05,-0.05,0,0.047,0.032,-0.032,0,[Fe/H],4.17,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m39.59s,117.4149764,-52d07m13.61s,-52.1204471,324.6830000,2.4790000,-2.4420000,11.3900000,0.0120000,-0.0120000,9.8540000,0.0250000,-0.0250000,11.0694000,0.0004570,-0.0004570,2018-04-25,2016-06,2016-03-17
KELT-16 b,KELT-16,1,2,1,Transit,2017,KELT,Published Confirmed,0,<a refstr=OBERST_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...97O/abstract target=ref>Oberst et al. 2017</a>,0.96899510,0.00000240,-0.00000240,0,0.020440,0.000240,-0.000260,0,15.861,0.942,-0.751,0,1.415,0.084,-0.067,0,874.03250,50.85280,-47.67450,0,2.75000,0.16000,-0.15000,0,Mass,0.000000,,,0,,,,,2453,55,-47,0,0,<a refstr=OBERST_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...97O/abstract target=ref>Oberst et al. 2017</a>,F7 V,6236.00,54.00,-54.00,0,1.36,0.06,-0.05,0,1.21,0.04,-0.05,0,-0.002,0.086,-0.085,0,[Fe/H],4.25,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h57m04.45s,314.2685227,+31d39m39.67s,31.6610186,444.5860000,5.5740000,-5.4410000,11.7170000,0.0170000,-0.0170000,10.6420000,0.0160000,-0.0160000,11.7959000,0.0003590,-0.0003590,2017-02-08,2017-03,2017-02-09
KELT-18 b,KELT-18,1,2,1,Transit,2017,KELT-North,Published Confirmed,0,<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>,2.87175180,0.00000280,-0.00000280,0,0.045500,0.000670,-0.000690,0,17.598,0.471,-0.404,0,1.570,0.042,-0.036,0,375.03940,34.96130,-34.96130,0,1.18000,0.11000,-0.11000,0,Mass,0.000000,,,0,3152.00,242.00,-220.00,0,2085,39,-38,0,0,<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>,F4 V,6670.00,120.00,-120.00,0,1.91,0.04,-0.04,0,1.52,0.07,-0.07,0,0.090,0.130,-0.130,0,[Fe/H],4.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h26m05.72s,216.5238248,+59d26m39.38s,59.4442735,321.3760000,2.5090000,-2.4700000,10.1600000,0.0050000,-0.0050000,9.2100000,0.0220000,-0.0220000,10.1036000,0.0003400,-0.0003400,2017-04-24,2017-06,2017-04-27
KELT-18 b,KELT-18,0,2,1,Transit,2017,KELT-North,Published Confirmed,0,<a refstr=MACIEJEWSKI_2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201011977M/abstract target=ref>Maciejewski 2020</a>,2.87169920,0.00000130,-0.00000130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6840.00,119.15,-138.44,0,1.91,0.08,-0.07,0,1.48,0.32,-0.20,0,,,,,,4.05,0.09,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h26m05.72s,216.5238248,+59d26m39.38s,59.4442735,321.3760000,2.5090000,-2.4700000,10.1600000,0.0050000,-0.0050000,9.2100000,0.0220000,-0.0220000,10.1036000,0.0003400,-0.0003400,2020-11-13,2020-10,2020-11-19
KELT-19 A b,KELT-19 A,1,2,1,Transit,2017,KELT,Published Confirmed,0,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,4.61170930,0.00000880,-0.00000880,0,0.063700,0.003100,-0.002700,0,21.409,1.233,-1.233,0,1.910,0.110,-0.110,0,1293.56810,,,1,4.07000,,,1,Mass,,,,,2340.00,184.00,-184.00,0,1935,38,-38,0,1,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,A8 V,7500.00,110.00,-110.00,0,1.83,0.10,-0.10,0,1.62,0.25,-0.20,0,-0.120,0.510,-0.510,0,[Fe/H],4.13,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h26m02.29s,111.5095293,+07d36m56.79s,7.6157759,300.2760000,4.6840000,-4.5440000,9.8570000,0.0050000,-0.0050000,9.1960000,0.0230000,-0.0230000,9.8633100,0.0016290,-0.0016290,2018-01-08,2018-01,2018-01-11
KELT-2 A b,KELT-2 A,0,2,1,Transit,2012,KELT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.11379100,0.00001000,-0.00001000,0,0.054970,0.000370,-0.000370,0,14.460,0.717,-0.560,0,1.290,0.064,-0.050,0,485.32641,27.65121,-27.96904,0,1.52700,0.08700,-0.08800,0,Mass,0.081000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6148.00,48.00,-48.00,0,1.83,0.07,-0.03,0,1.31,0.03,-0.03,0,0.034,0.077,-0.077,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m39.37s,92.6640226,+30d57m25.68s,30.9571333,134.0580000,0.8020000,-0.7930000,8.6800000,0.0300000,-0.0300000,7.3460000,0.0310000,-0.0310000,8.5839300,0.0003310,-0.0003310,2019-03-18,2017-06,2019-03-21
KELT-2 A b,KELT-2 A,1,2,1,Transit,2012,KELT,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.11379000,0.00001000,-0.00001000,0,,,,,15.132,0.897,-0.897,0,1.350,0.080,-0.080,0,540.31100,69.92260,-69.92260,0,1.70000,0.22000,-0.22000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6327.00,80.00,-80.00,0,1.93,0.10,-0.10,0,1.54,0.28,-0.28,0,0.000,,,0,[Fe/H],4.50,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m39.37s,92.6640226,+30d57m25.68s,30.9571333,134.0580000,0.8020000,-0.7930000,8.6800000,0.0300000,-0.0300000,7.3460000,0.0310000,-0.0310000,8.5839300,0.0003310,-0.0003310,2018-04-25,2017-03,2018-04-26
KELT-2 A b,KELT-2 A,0,2,1,Transit,2012,KELT,Published Confirmed,0,<a refstr=BEATTY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..39B/abstract target=ref> Beatty et al. 2012 </a>,4.11379120,0.00001000,-0.00000990,0,0.054960,0.000390,-0.000360,0,14.415,0.729,-0.527,0,1.286,0.065,-0.047,0,483.71700,24.78970,-24.47190,0,1.52200,0.07800,-0.07700,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=BEATTY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..39B/abstract target=ref> Beatty et al. 2012 </a>,,6151.00,50.00,,0,1.83,0.07,,0,1.31,0.03,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h10m39.37s,92.6640226,+30d57m25.68s,30.9571333,134.0580000,0.8020000,-0.7930000,8.6800000,0.0300000,-0.0300000,7.3460000,0.0310000,-0.0310000,8.5839300,0.0003310,-0.0003310,2018-04-25,2012-09,2014-05-14
KELT-23 A b,KELT-23 A,1,2,1,Transit,2019,KELT-North,Published Confirmed,0,<a refstr=JOHNS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...78J/abstract target=ref>Johns et al. 2019</a>,2.25525100,0.00001100,-0.00001200,0,0.033020,0.000680,-0.000640,0,14.830,0.280,-0.280,0,1.323,0.025,-0.025,0,298.12454,15.25584,-13.98452,0,0.93800,0.04800,-0.04400,0,Mass,0.000000,,,0,991.18,51.43,-49.23,0,1561,20,-20,0,0,<a refstr=JOHNS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...78J/abstract target=ref>Johns et al. 2019</a>,G2 V,5899.00,49.00,-49.00,0,1.00,0.01,-0.01,0,0.94,0.06,-0.05,0,-0.105,0.078,-0.077,0,[Fe/H],4.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h28m35.19s,232.1466406,+66d21m31.35s,66.3587097,126.2610000,0.3520000,-0.3510000,10.3080000,0.0050000,-0.0050000,8.9040000,,,10.1820000,0.0004190,-0.0004190,2019-06-07,2019-08,2019-06-13
KELT-23 A b,KELT-23 A,0,2,1,Transit,2019,KELT-North,Published Confirmed,0,<a refstr=MACIEJEWSKI_2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201011977M/abstract target=ref>Maciejewski 2020</a>,2.25528783,0.00000068,-0.00000068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5898.00,110.81,-139.78,0,0.96,0.04,-0.05,0,1.07,0.14,-0.14,0,,,,,,4.50,0.09,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h28m35.19s,232.1466406,+66d21m31.35s,66.3587097,126.2610000,0.3520000,-0.3510000,10.3080000,0.0050000,-0.0050000,8.9040000,,,10.1820000,0.0004190,-0.0004190,2020-11-13,2020-10,2020-11-19
KELT-3 b,KELT-3,0,2,1,Transit,2013,KELT,Published Confirmed,0,<a refstr=MALLONN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..81M/abstract target=ref>Mallonn et al. 2019</a>,2.70338500,0.00000180,-0.00000180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6518.00,99.90,-147.55,0,1.61,0.07,-0.10,0,1.34,0.26,-0.18,0,,,,,,4.15,0.11,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.2520000,5.5440000,-5.2710000,9.8160000,0.0040000,-0.0040000,8.6620000,0.0190000,-0.0190000,9.7632400,0.0004150,-0.0004150,2019-08-09,2019-02,2019-08-15
KELT-3 b,KELT-3,0,2,1,Transit,2013,KELT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.70339000,0.00001000,-0.00001000,0,0.041230,0.000660,-0.000660,0,15.076,0.807,-0.807,0,1.345,0.072,-0.072,0,469.75274,20.02329,-19.70546,0,1.47800,0.06300,-0.06200,0,Mass,0.035000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6308.00,50.00,-50.00,0,1.47,0.07,-0.06,0,1.28,0.06,-0.06,0,0.040,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.2520000,5.5440000,-5.2710000,9.8160000,0.0040000,-0.0040000,8.6620000,0.0190000,-0.0190000,9.7632400,0.0004150,-0.0004150,2019-03-18,2017-06,2019-03-21
KELT-3 b,KELT-3,1,2,1,Transit,2013,KELT,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.70339000,0.00001000,-0.00001000,0,,,,,17.486,1.233,-1.233,0,1.560,0.110,-0.110,0,616.59020,104.88390,-104.88390,0,1.94000,0.33000,-0.33000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6304.00,49.00,-49.00,0,1.70,0.12,-0.12,0,1.96,0.50,-0.50,0,0.050,,,0,[Fe/H],4.20,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.2520000,5.5440000,-5.2710000,9.8160000,0.0040000,-0.0040000,8.6620000,0.0190000,-0.0190000,9.7632400,0.0004150,-0.0004150,2018-04-25,2017-03,2018-04-26
